"Team","Wins","Losses","Distribution"
"Youngstown State","0","1","0.000574455335089633"
"Southern Utah","0","1","0.00056907749942952"
"Indiana State","0","2","0.000567127657847272"
"Texas State","0","2","0.00054480609675272"
"Nicholls State","0","1","0.000526889869588653"
"Lehigh","0","1","0.000526667072688678"
"Montana State","0","1","0.000516792684802985"
"Weber State","0","1","0.000506878197926665"
"McNeese State","0","1","0.000491144900542061"
"Hofstra","0","1","0.000472811195148198"
"Liberty","0","2","0.000470175304375647"
"Samford","0","1","0.000461223275923263"
"Stephen F. Austin","1","0","0.000452175153963892"
"Northern Arizona","0","1","0.000445783608205908"
"Northern Iowa","0","1","0.000434159685938326"
"Virginia Military Institute","0","1","0.000416031890861056"
"East Tennessee State","0","1","0.000409335335818301"
"New Hampshire","0","1","0.000407760055623665"
"Appalachian State","0","1","0.000406969484425121"
"Sam Houston State","0","2","0.0004047495852619"
"Sacramento State","0","1","0.000402320087154276"
"Eastern Illinois","0","1","0.000391286218230927"
"Portland State","0","1","0.000369605569890643"
"James Madison","0","1","0.000362599876967714"
"Missouri State","0","1","0.00035983695695764"
"Murray State","0","1","0.000354869711395779"
"Western Kentucky","0","1","0.000335067575837207"
"Jacksonville State","0","1","0.000314062195314248"
"Southeastern Louisiana","0","1","0.000313904342689261"
"Illinois State","0","1","0.000297717206368214"
"William & Mary","0","1","0.000284396563608775"
"Florida A&M","0","1","0.000266487823576525"
"Wofford","0","1","0.000251650582759183"
"Citadel","0","1","0.000248103351513592"
"Idaho State","0","1","0.000246442566927136"
"Grambling State","0","1","0.000224385012006623"
"Charleston Southern","0","1","0.000217715794593191"
"Chattanooga","0","1","0.00021073375288992"
"Western New Mexico","0","1","0.000188479829235462"
"Howard","0","1","0.000175673491922392"
"Tennessee-Martin","0","1","0.000104570199761513"
