"Team","Wins","Losses","Distribution"
"Tennessee-Martin","0","2","0.00063009435791643"
"Lamar","0","2","0.000618593119089017"
"Missouri State","0","1","0.00060956164374853"
"Idaho State","0","2","0.000607252598509929"
"Southeast Missouri State","0","1","0.000588887089209055"
"Villanova","0","1","0.000587806212763095"
"Fordham","1","0","0.000575443429662712"
"Richmond","0","1","0.000563156569280525"
"William & Mary","0","1","0.000557928207186849"
"Montana State","0","1","0.000553060198873115"
"Morgan State","0","2","0.000547352657397439"
"Furman","0","1","0.000505340806673659"
"Southern Illinois","0","1","0.000503535460489967"
"James Madison","0","1","0.000494628986973081"
"Southeastern Louisiana","0","1","0.000488228803192299"
"Liberty","0","1","0.000457698570616988"
"Jacksonville State","1","0","0.000445686644670006"
"Portland State","0","1","0.000439322902857377"
"New Hampshire","0","1","0.000436655018929551"
"South Carolina State","0","1","0.000418428423583277"
"Illinois State","0","1","0.000417693240474999"
"Northern Arizona","0","1","0.000414746679546702"
"Northwestern State","0","2","0.000413919644603225"
"Central Arkansas","0","1","0.000412127496627668"
"Sam Houston State","0","1","0.000411794633311289"
"Youngstown State","0","1","0.00040810401485874"
"Appalachian State","0","1","0.000396443038884188"
"Weber State","0","2","0.000387963871512029"
"Eastern Kentucky","0","1","0.000382778616870909"
"Tennessee Tech","0","1","0.000361917442860256"
"Citadel","0","1","0.000356821254232891"
"Presbyterian","0","1","0.000350330729332811"
"South Dakota","0","1","0.000343030429822421"
"Jackson State","0","1","0.00031199679776172"
"Abilene Christian","0","1","0.000300019080493742"
"Alcorn State","0","1","0.000294397457550185"
"Wofford","0","1","0.000293613669434732"
"California-Davis","0","1","0.000290991515582324"
"Savannah State","0","2","0.000286638096839425"
"South Dakota State","0","1","0.000283731077697402"
"Southern","0","1","0.000279826030073963"
"North Carolina Central","0","1","0.000278594066389037"
"Charleston Southern","0","1","0.00026747499748302"
"Delaware","0","1","0.000259750257697609"
"Howard","0","1","0.000255957769620802"
"Alabama State","0","1","0.000255418150589451"
"Coastal Carolina","0","1","0.000249767241167463"
"Stephen F. Austin","0","1","0.00024930618900324"
"Prairie View A&M","0","1","0.000244872071487252"
"Northern Colorado","0","1","0.000242998627607416"
"Norfolk State","0","1","0.000229003742803725"
"Colgate","0","1","0.000223512562822934"
"Alabama A&M","0","1","0.000215767053152571"
"Gardner-Webb","0","1","0.000214675065468539"
"Grambling State","0","1","0.000198812330971195"
"Florida A&M","0","1","0.000191382089050221"
"Wagner","0","1","0.000179903953696153"
"Arkansas-Pine Bluff","0","1","0.000175407257634511"
"Virginia Military Institute","0","1","0.000170470909890296"
"Elon","0","1","0.000167992034103009"
