"Team","Wins","Losses","Distribution"
"Tennessee","5","7","0.00798935115078013"
"Pittsburgh","9","4","0.00796222274292492"
"Connecticut","8","5","0.00790981168936872"
"Virginia","5","7","0.00786402577418503"
"West Virginia","9","4","0.00785518085135437"
"Air Force","8","5","0.00783751785228839"
"Southern Mississippi","7","6","0.00778280749285642"
"Rice","10","3","0.00777148711616694"
"Duke","4","8","0.00775091583113736"
"Bowling Green State","6","6","0.00772236149825573"
"Nevada","7","6","0.00765144871647136"
"Auburn","5","7","0.00759990012192702"
"Kentucky","7","6","0.00759128420702832"
"Western Michigan","9","4","0.00757433817486588"
"Minnesota","7","6","0.00755507916366666"
"Northern Illinois","6","7","0.00750868288105272"
"South Florida","8","5","0.00746748987915044"
"Temple","5","7","0.00742378827501481"
"Kansas State","5","7","0.00741435374227151"
"Arkansas","5","7","0.00739677227701207"
"Hawaii","7","7","0.00736196678949172"
"Colorado State","7","7","0.00734111221751126"
"New Mexico","4","8","0.00722918121540544"
"Central Michigan","8","5","0.00718030499227067"
"Michigan","3","9","0.00713791466244756"
"Troy","8","5","0.00710415463462474"
"Akron","5","7","0.00700674326900718"
"Texas A&M","4","8","0.00692283010141039"
"Memphis","6","7","0.00680887165302276"
"Ohio","4","8","0.00677836759530767"
"Texas-El Paso","5","7","0.00676899242759712"
"Fresno State","7","6","0.00676213796461325"
"Iowa State","2","10","0.00655178934729329"
"Louisiana Tech","8","5","0.00654671311750156"
"Mississippi State","4","8","0.00654549644982579"
"Nevada-Las Vegas","5","7","0.00652345255882265"
"Louisiana","6","6","0.00650874019337701"
"Louisville","5","7","0.00644447819056253"
"Marshall","4","8","0.00641978053518269"
"San Jose State","6","6","0.00640607018818305"
"Florida Atlantic","7","6","0.00633033827379481"
"Kent State","4","8","0.00630209003445435"
"Syracuse","3","9","0.00624314002746177"
"Florida International","5","7","0.00620088006013454"
"Central Florida","4","8","0.00618385482719286"
"Middle Tennessee State","5","7","0.00617546413449686"
"Army","3","9","0.00616039050822528"
"Toledo","3","9","0.00607399002428771"
"Arkansas State","6","6","0.0060381287498732"
"UCLA","4","8","0.00600100980612254"
"Utah State","3","9","0.00590565873235151"
"Eastern Michigan","3","9","0.0058388468437634"
"Alabama-Birmingham","4","8","0.0058307915478224"
"Indiana","3","9","0.00577821774822094"
"Washington","0","12","0.00567086036858475"
"Wyoming","4","8","0.00561180614157047"
"Miami (OH)","2","10","0.00560271291597269"
"Louisiana-Monroe","4","8","0.00560009442344377"
"Southern Methodist","1","11","0.00559847332785697"
"Western Kentucky","2","10","0.00537784285867326"
"San Diego State","2","10","0.00532844223264699"
"Tulane","2","10","0.00530246543561548"
"New Mexico State","3","9","0.00525962893482067"
"Washington State","2","11","0.00486348870355797"
"Idaho","2","10","0.00442278858961249"
"North Texas","1","11","0.00418219560151138"
"Eastern Washington","0","2","0.00126426095230513"
"Cal Poly","1","1","0.0012281705291821"
"Weber State","0","2","0.0011136817781435"
"Citadel","0","2","0.00101305194985987"
"Eastern Illinois","0","2","0.000928548434715985"
"Northeastern","0","2","0.000905493250273942"
"Chattanooga","0","2","0.000901177016278003"
"Southeastern Louisiana","0","2","0.000819599095417725"
"Gardner-Webb","0","1","0.00080899537415508"
"Tennessee-Martin","0","2","0.000774334033916311"
"New Hampshire","1","0","0.000762263465972108"
"Idaho State","0","2","0.000757048801907667"
"Charleston Southern","0","2","0.000749206496165749"
"McNeese State","0","1","0.000746172991461218"
"Montana State","0","2","0.000719675378586797"
"South Carolina State","0","2","0.000700757140584287"
"Eastern Kentucky","0","2","0.000688118285737829"
"Wofford","0","1","0.000640280238377697"
"Delaware","0","1","0.00063522471922431"
"Tennessee Tech","0","2","0.000634831863414045"
"Western Illinois","0","1","0.000613503758645535"
"William & Mary","0","1","0.000602956308917159"
"Samford","0","1","0.000588450061374185"
"Furman","0","1","0.000577210366397575"
"Sacramento State","0","1","0.000572362517464037"
"Georgia Southern","0","1","0.000546300612335791"
"California-Davis","0","1","0.000541082043237908"
"Richmond","0","1","0.000524399799563609"
"Sam Houston State","0","1","0.000524020368815825"
"Northern Arizona","0","1","0.000523546227060021"
"Jacksonville State","0","1","0.000522915189267277"
"Northern Iowa","0","1","0.000507108725865608"
"Indiana State","0","2","0.000496032904774527"
"Massachusetts","0","1","0.000489310696931751"
"North Dakota State","0","1","0.000473995358174048"
"Central Arkansas","0","1","0.000470611744576705"
"Villanova","0","1","0.000467844358207465"
"Murray State","0","2","0.000467822023896767"
"Southern Illinois","0","1","0.000460950692168678"
"Alcorn State","0","2","0.000457324327765445"
"James Madison","0","1","0.000446888332258848"
"Towson","0","1","0.000446703659719004"
"Appalachian State","0","1","0.000440487454373495"
"Youngstown State","0","1","0.000439019514347762"
"Missouri State","0","1","0.000433802469323184"
"Hofstra","0","1","0.000430159091745021"
"Southeast Missouri State","0","1","0.000424573329813902"
"Virginia Military Institute","0","1","0.000420297599089692"
"Maine","0","1","0.000417217208972683"
"Nicholls State","0","1","0.000414582046040226"
"Coastal Carolina","0","1","0.00041202394464056"
"Texas State","0","1","0.000408855127241202"
"Northern Colorado","0","1","0.000400254434740983"
"Morgan State","0","1","0.000395224903554487"
"Delaware State","0","1","0.000383724868665193"
"Rhode Island","0","1","0.000383017596539598"
"Southern Utah","0","1","0.000376755886000861"
"Illinois State","0","1","0.00036347096791346"
"Norfolk State","0","1","0.000358344138285486"
"South Dakota State","0","1","0.000357698050319609"
"Grambling State","0","1","0.000354676387356074"
"Alabama A&M","0","1","0.000334837617600181"
"Stephen F. Austin","0","1","0.000330716824888985"
"Northwestern State","0","1","0.000330125294028263"
"Southern","0","1","0.000279212429015507"
"Alabama State","0","1","0.00027524064647617"
"Western Carolina","0","1","0.00024344024590236"
"Portland State","0","1","0.000197053912416785"
"Texas Southern","0","1","0.00015581559177682"
