"Team","Wins","Losses","Distribution"
"Wofford","0","2","0.000808633001609394"
"Richmond","1","0","0.000806394080263837"
"Southern Utah","0","2","0.000804894074727398"
"Coastal Carolina","0","2","0.000747897383381703"
"Villanova","1","0","0.000711944854861205"
"Tennessee Tech","0","2","0.000691449040490564"
"Appalachian State","0","1","0.000674731649093903"
"Samford","0","1","0.000653920844120977"
"Massachusetts","0","1","0.000650866338195839"
"South Dakota State","0","1","0.000640815245605821"
"Gardner-Webb","0","2","0.000630893716517872"
"Liberty","0","1","0.000625744381711395"
"North Dakota","0","1","0.000602196470714365"
"James Madison","0","1","0.000582729940498222"
"Charleston Southern","0","2","0.000577440302150533"
"New Hampshire","1","0","0.000576566466264928"
"Idaho State","0","2","0.000572747666589129"
"Texas State","0","1","0.000570140548617595"
"Southern Illinois","0","1","0.00056707885603323"
"Alcorn State","0","2","0.000544000005455361"
"Northwestern State","0","2","0.000530876182701168"
"Delaware","0","1","0.000528034450709387"
"Stephen F. Austin","0","1","0.000517208759468217"
"South Carolina State","0","1","0.000516722098872096"
"Portland State","0","1","0.00051616206878241"
"Florida A&M","0","1","0.000511646938983151"
"Nicholls State","0","2","0.000506261774402084"
"Chattanooga","0","1","0.000489102819565793"
"Texas Southern","0","2","0.000482503132406189"
"North Dakota State","0","1","0.000480441071732284"
"Georgia Southern","0","1","0.000476188666209628"
"Virginia Military Institute","0","1","0.000463397257141443"
"Missouri State","0","1","0.000453626502754785"
"Youngstown State","0","1","0.000441163960432282"
"Citadel","0","1","0.000439674128455039"
"Elon","0","1","0.000427650728242265"
"Maine","0","1","0.000425211922521938"
"Indiana State","0","1","0.000410614195510792"
"Hofstra","0","1","0.00039711099334649"
"Prairie View A&M","0","1","0.000391648651224593"
"Jackson State","0","1","0.000373349821262186"
"Southeastern Louisiana","0","1","0.00036529251811374"
"Rhode Island","0","1","0.000351880164216985"
"Illinois State","0","1","0.000351552670183562"
"Howard","0","1","0.000342889651957072"
"North Carolina Central","0","1","0.000342042279529806"
"Western Illinois","0","1","0.000333236217396189"
"McNeese State","0","1","0.000333085869002626"
"Towson","0","1","0.000328960101134329"
"Eastern Illinois","0","1","0.000325107427755828"
"Montana State","0","1","0.000313383877054361"
"Southern","0","1","0.000311853073864056"
"Grambling State","0","1","0.000306510578412435"
"Tennessee-Martin","0","1","0.000293206763321325"
"Northern Colorado","0","1","0.000292550330667947"
"Sacramento State","0","1","0.000271728657708587"
"Eastern Washington","0","1","0.000269031220891275"
"Northeastern","0","1","0.000265559511229175"
"Western Carolina","0","1","0.000261216457478734"
"Southeast Missouri State","0","1","0.000249626175271653"
"Morgan State","0","1","0.000209525368102858"
"Murray State","0","1","0.000207233130893743"
"Sam Houston State","0","1","0.000206524349344881"
"Delaware State","0","1","0.000202838965399584"
"Mississippi Valley State","0","1","0.000160460227995569"
