"Team","Wins","Losses","Distribution"
"Alabama-Birmingham","2","10","0.00506305931812655"
"Florida International","1","12","0.00506064911266835"
"Idaho","1","11","0.00488402556822707"
"North Texas","2","10","0.00456603897081054"
"North Dakota State","2","0","0.00174900229959951"
"Chattanooga","0","2","0.00105418247244575"
"Southeastern Louisiana","0","3","0.00100425888101951"
"Gardner-Webb","0","2","0.000898326323435029"
"Appalachian State","1","0","0.000896454323733948"
"Western Carolina","0","2","0.000863496316387979"
"Grambling State","0","2","0.000862573136485485"
"South Carolina State","0","2","0.000821278116715419"
"Elon","0","1","0.000801506634460212"
"Northern Iowa","1","0","0.00078401168246004"
"McNeese State","1","0","0.000775715652296346"
"Illinois State","0","1","0.000761292006991795"
"Eastern Kentucky","0","2","0.000757293089924566"
"Delaware","1","0","0.00075635044017658"
"Northwestern State","0","2","0.000737727257486211"
"New Hampshire","1","0","0.000736895608160958"
"Nicholls State","1","1","0.000732400767854629"
"Massachusetts","0","1","0.000720601639915167"
"Citadel","0","1","0.000620544243951357"
"Sacramento State","0","2","0.000615865099323259"
"Western Illinois","0","1","0.00059387490910715"
"Villanova","0","1","0.000570230639013361"
"Youngstown State","0","1","0.000562668008288317"
"Furman","0","1","0.000540951730540529"
"Northern Arizona","0","1","0.000533137818601801"
"Liberty","0","1","0.000527329877711667"
"Georgia Southern","0","1","0.000523322740072666"
"Southern Illinois","1","0","0.000488427271137946"
"Tennessee Tech","0","1","0.000482370220558482"
"Richmond","0","1","0.000452747254578662"
"Texas State","0","1","0.000446527818207539"
"Texas Southern","0","2","0.000440726053655855"
"Indiana State","0","2","0.000433141027776047"
"Rhode Island","0","1","0.000432698034443287"
"Montana State","0","1","0.000425616518117284"
"James Madison","0","1","0.000424395880962097"
"Arkansas-Pine Bluff","0","1","0.000423048051876741"
"Eastern Washington","0","1","0.000420330015451363"
"Wofford","0","1","0.000401673731187166"
"Tennessee-Martin","0","1","0.000401568904181806"
"William & Mary","0","1","0.000400551413829594"
"Sam Houston State","0","1","0.000398693609665241"
"Maine","0","1","0.000385941702706397"
"Cal Poly","0","1","0.000381000723591486"
"Central Arkansas","0","1","0.000350567839380518"
"Northeastern","0","1","0.000347179117250376"
"Jacksonville State","0","1","0.000334559595924884"
"California-Davis","0","1","0.000334031835377931"
"Howard","0","1","0.000328616719931906"
"Southeast Missouri State","0","1","0.000323152078952398"
"Weber State","0","1","0.000307826153695186"
"Eastern Illinois","0","1","0.000297499748528106"
"Alcorn State","0","1","0.00028952450182592"
"Idaho State","0","1","0.000288437581535642"
"Central Connecticut State","0","1","0.000278538495421239"
"Portland State","0","1","0.000275928291083357"
"Missouri State","0","1","0.000274719844596067"
"Delaware State","0","1","0.00026433037109776"
"North Carolina Central","0","1","0.000264208753163306"
"Charleston Southern","0","1","0.000247232986644721"
"Samford","0","1","0.000245823254117488"
"Morehead State","0","1","0.000243209415753753"
"Northern Colorado","0","1","0.000242166860212757"
"Norfolk State","0","1","0.000241152935138672"
"Murray State","0","1","0.000218219984921729"
"West Virginia Tech","0","1","9.19115909001776e-05"
