"Team","Wins","Losses","Distribution"
"Kent State","3","9","0.00455579100652867"
"Louisiana","4","8","0.00454242338452795"
"Hawaii","3","10","0.00449393629269854"
"Idaho","4","8","0.00442831079324412"
"Kansas","0","12","0.00441536162866057"
"Fresno State","3","9","0.00436805610794369"
"Miami (OH)","3","9","0.00436757891050181"
"Texas-San Antonio","3","9","0.00433481235935967"
"Eastern Michigan","1","11","0.00428383979140036"
"Central Florida","0","12","0.00427861965447795"
"Rice","5","7","0.00425424906810775"
"Louisiana-Monroe","2","11","0.00424427183023383"
"Texas State","3","9","0.00409241468055702"
"Old Dominion","5","7","0.00408504503467464"
"Texas-El Paso","5","7","0.004036826706849"
"New Mexico State","3","9","0.00393116045980198"
"North Texas","1","11","0.00386528870032088"
"Charlotte","2","10","0.00347364535000893"
"Portland State","2","0","0.00203040091060895"
"Liberty","1","1","0.00108448531790764"
"Citadel","1","1","0.000884710474763815"
"Wofford","0","2","0.000835518053182027"
"Eastern Kentucky","0","2","0.000833781980634477"
"Western Carolina","0","2","0.00078166606517481"
"Furman","1","1","0.000710035009634993"
"Norfolk State","0","3","0.000694124130410405"
"Youngstown State","0","1","0.000686884957042635"
"Murray State","0","2","0.000684532506241586"
"Southern Illinois","0","1","0.00066366540718835"
"Charleston Southern","0","2","0.000626042562054846"
"Maine","0","2","0.000625661797685563"
"Jacksonville State","0","1","0.0006073560527851"
"Illinois State","0","1","0.000602482974510572"
"Southern Utah","0","1","0.000593934393322185"
"California-Davis","0","2","0.000592946052545763"
"William & Mary","0","1","0.000586167620564856"
"Sam Houston State","0","1","0.000574025498582801"
"Towson","0","1","0.000571998331609131"
"Villanova","0","1","0.000562357421582073"
"Delaware","0","1","0.000561894028907512"
"Tennessee-Martin","0","2","0.000544742177913237"
"Eastern Washington","0","1","0.000543888451058985"
"North Dakota","1","0","0.000534764308257977"
"Cal Poly","0","1","0.000530056811044166"
"Central Arkansas","0","1","0.000527459327227294"
"Fordham","1","0","0.000520939332951154"
"Southern","0","2","0.00050156106023535"
"James Madison","1","0","0.00050043930338812"
"Northwestern State","0","2","0.00049849165826906"
"Tennessee Tech","0","1","0.000485462402490741"
"Austin Peay","0","2","0.000474806523225062"
"Lamar","0","1","0.000474396329323781"
"North Carolina Central","0","2","0.000441815605151408"
"Presbyterian","0","2","0.000436482291701962"
"North Carolina A&T","0","1","0.000430021641409092"
"Bucknell","0","1","0.000426249685225117"
"South Dakota State","1","0","0.000422599464363641"
"Monmouth","0","1","0.000413227090530247"
"Chattanooga","0","1","0.000411415451304705"
"Missouri State","0","2","0.000389016354623631"
"Northern Iowa","0","1","0.000379295561011754"
"Colgate","0","1","0.000378749778800596"
"Savannah State","0","2","0.000370315490641463"
"Southeastern Louisiana","0","1","0.000347203682727132"
"Virginia Military Institute","0","1","0.000346235412392333"
"Wagner","0","2","0.000342323377968585"
"Howard","0","2","0.000341136327338309"
"Gardner-Webb","0","1","0.000326449821526316"
"Indiana State","0","1","0.000320063517918177"
"South Dakota","0","1","0.000318274128731599"
"Nicholls State","0","2","0.000318035000479123"
"San Diego","0","1","0.000316796346659685"
"Richmond","0","1","0.00031655137975737"
"Southeast Missouri State","0","1","0.000314064463886785"
"Weber State","0","1","0.000312468110324547"
"Idaho State","0","2","0.000312438656449395"
"Samford","0","1","0.000303655077481779"
"Incarnate Word","0","1","0.000289173387860185"
"Eastern Illinois","0","1","0.000288577505971546"
"Sacramento State","0","1","0.000287742793396673"
"Florida A&M","0","1","0.000282582579027332"
"Alabama A&M","0","1","0.00027630411707875"
"Elon","0","1","0.000264993759283613"
"New Hampshire","0","1","0.000263894913043094"
"Bethune-Cookman","0","1","0.000260104192743586"
"Abilene Christian","0","1","0.000244862716128331"
"Stephen F. Austin","0","1","0.000238369366636893"
"Western Illinois","0","1","0.000234221031605283"
"Rhode Island","0","1","0.000227174056017885"
"Albany","0","1","0.000220956268693848"
"Grambling State","0","1","0.000212050286878205"
"Delaware State","0","1","0.000199854754667258"
"Morgan State","0","1","0.000188434652900222"
"Alcorn State","0","1","0.000183564472774034"
"Jackson State","0","1","0.000164610811689233"
"Prairie View A&M","0","1","0.000153591765169881"
"Northern Arizona","0","1","0.00014635118945152"
"Mississippi Valley State","0","1","0.000114787368803393"
